"ID","Prod","Quant","Val","Insp","UnitPrice"
"v4605","p2758",50757,225000,"ok",4.43288610437969
"v3181","p2758",58909,257685,"ok",4.37428915785364
"v2953","p2772",9537,132195,"ok",13.8612771311733
"v2953","p2772",19640,272650,"ok",13.882382892057
"v2953","p2772",4831,67475,"ok",13.9670875595115
"v2953","p2772",4756,65735,"ok",13.8214886459209
"v1003","p2772",64738,7785,"fraud",0.120253946677377
"v912","p2772",9334,80070,"ok",8.57831583458324
"v3188","p2772",15467,223585,"ok",14.4556151807073
"v995","p2772",6149,66755,"ok",10.8562367864693
"v1348","p2772",7432,105915,"ok",14.2512109795479
"v2953","p2772",4568,63120,"ok",13.8178633975482
"v906","p2773",24435,103475,"ok",4.23470431757725
"v5483","p2775",14069,17260,"ok",1.22681071860118
"v490","p2782",7689,80335,"ok",10.4480426583431
"v581","p2783",223,1080,"fraud",4.84304932735426
"v3196","p2784",180993,560800,"ok",3.09846237147293
"v5463","p2800",7376,47915,"ok",6.496068329718
"v5081","p2805",2910,1015,"fraud",0.348797250859107
"v906","p2816",42601,168725,"ok",3.96058777962959
"v5481","p2826",106,14855,"fraud",140.141509433962
"v2993","p2826",46929,94680,"ok",2.01751582177332
"v2979","p2826",112,44875,"fraud",400.669642857143
"v3001","p2826",97209,174145,"ok",1.7914493513975
"v5494","p2904",144,1075,"ok",7.46527777777778
"v4645","p2904",100,1100,"ok",11
"v2991","p2904",4431,235930,"ok",53.2453170841796
"v5140","p2923",1533,14330,"ok",9.34768427919113
"v5140","p2923",4433,28420,"ok",6.41100834649222
"v639","p2929",545,9430,"ok",17.302752293578
"v1273","p2929",469,16215,"ok",34.5735607675906
"v1230","p2936",102,1055,"ok",10.343137254902
"v1712","p2936",105,1060,"ok",10.0952380952381
"v29","p2936",101,1020,"ok",10.0990099009901
"v4432","p2936",106,1130,"ok",10.6603773584906
"v1230","p2936",102,1015,"ok",9.95098039215686
"v3279","p2936",105,1065,"ok",10.1428571428571
"v5106","p2938",2063,37230,"ok",18.0465341735337
"v5106","p2938",922,20740,"ok",22.4945770065076
"v5106","p2938",1808,52555,"ok",29.0680309734513
"v3284","p2942",37786,109915,"ok",2.90888159635844
"v5068","p2955",933,22230,"ok",23.8263665594855
"v4645","p2955",1079,14025,"ok",12.9981464318814
"v333","p2955",216,4110,"ok",19.0277777777778
"v4645","p2955",749,17955,"ok",23.9719626168224
"v2608","p2955",138,3945,"ok",28.5869565217391
"v662","p2955",551,16890,"ok",30.6533575317604
"v1248","p2955",164,5235,"ok",31.9207317073171
"v596","p2955",353,4250,"ok",12.0396600566572
"v1258","p2955",158,4600,"ok",29.1139240506329
"v27","p2955",150,6615,"ok",44.1
"v1522","p2955",141,7220,"ok",51.2056737588652
"v1321","p2955",126,5595,"ok",44.4047619047619
"v2749","p2955",137,7590,"ok",55.4014598540146
"v5498","p2957",974,11965,"ok",12.2843942505133
"v2471","p2957",312,11880,"ok",38.0769230769231
"v789","p2957",1012,17580,"ok",17.3715415019763
"v789","p2957",1447,34075,"ok",23.5487214927436
"v333","p2957",928,54145,"ok",58.3459051724138
"v596","p2957",590,30420,"ok",51.5593220338983
"v333","p2957",503,31685,"ok",62.9920477137177
"v789","p2957",218,9625,"ok",44.151376146789
"v4645","p2957",127,8045,"ok",63.3464566929134
"v662","p2957",1360,90530,"ok",66.5661764705882
"v809","p2957",213,11250,"ok",52.8169014084507
"v596","p2957",484,23570,"ok",48.698347107438
"v789","p2957",551,12755,"ok",23.1488203266788
"v1971","p2957",300,7830,"ok",26.1
"v1084","p2957",4349,35255,"ok",8.10646125546103
"v5122","p2957",428,30100,"ok",70.3271028037383
"v333","p2957",618,26845,"ok",43.4385113268608
"v2471","p2957",388,12490,"ok",32.1907216494845
"v5498","p2957",857,10615,"ok",12.3862310385064
"v1617","p2957",219,15145,"ok",69.1552511415525
"v787","p2957",433,10205,"ok",23.568129330254
"v1084","p2957",468,9865,"ok",21.0790598290598
"v2607","p2957",882,8520,"ok",9.65986394557823
"v1545","p2957",301,8480,"ok",28.1727574750831
"v1547","p2957",232,8765,"ok",37.7801724137931
"v2764","p2957",183,11320,"ok",61.8579234972678
"v3297","p2962",546,18545,"ok",33.9652014652015
"v995","p2969",6155,73080,"ok",11.8732737611698
"v4520","p2981",2683,65380,"ok",24.3682445024227
"v3303","p2981",633,45040,"ok",71.1532385466035
"v3305","p2981",3145,160985,"ok",51.18759936407
"v5502","p2981",451,75700,"ok",167.849223946785
"v3305","p2981",1682,83070,"ok",49.3876337693222
"v3079","p2981",275,49285,"ok",179.218181818182
"v4465","p3007",3805,29860,"ok",7.84756898817346
"v422","p3007",156,8585,"ok",55.0320512820513
"v3538","p3007",322,7890,"ok",24.5031055900621
"v146","p3007",557,209320,"ok",375.798922800718
"v932","p3007",141,8635,"ok",61.241134751773
"v3598","p3007",2946,31705,"ok",10.7620502376103
"v3315","p3007",385,7605,"ok",19.7532467532468
"v3346","p3028",3488,68760,"ok",19.7133027522936
"v431","p3033",377,27675,"ok",73.4084880636605
"v286","p3033",975,52070,"ok",53.4051282051282
"v3338","p3033",191,169245,"ok",886.099476439791
"v4395","p3033",988,24500,"ok",24.7975708502024
"v2102","p3033",2433,31045,"ok",12.7599671187834
"v3339","p3033",1286,150045,"ok",116.675738724728
"v876","p3033",4539,162240,"ok",35.743555849306
"v3346","p3064",112,1170,"ok",10.4464285714286
"v3346","p3064",101,55345,"fraud",547.970297029703
"v3346","p3069",181,12560,"ok",69.3922651933702
"v3346","p3069",144,8065,"ok",56.0069444444444
"v4996","p3069",147,17625,"ok",119.897959183673
"v3352","p3069",611,15965,"ok",26.1292962356792
"v3356","p3069",946,30720,"ok",32.4735729386892
"v3351","p3069",494,22920,"ok",46.3967611336032
"v4520","p3074",2758,28430,"ok",10.3081943437273
"v431","p3074",652,27290,"ok",41.8558282208589
"v3305","p3074",6458,72180,"ok",11.1768349334159
"v1","p3074",2271,27380,"ok",12.0563628357552
"v3334","p3081",1308,25955,"ok",19.8432721712538
"v3360","p3081",644,16345,"ok",25.3804347826087
"v431","p3081",522,22180,"ok",42.4904214559387
"v5421","p3081",319,13370,"ok",41.9122257053292
"v3358","p3081",811,11645,"ok",14.3588162762022
"v5109","p3086",102,1285,"ok",12.5980392156863
"v1031","p3086",322,1010,"fraud",3.13664596273292
"v1028","p3086",3455,37645,"ok",10.8958031837916
"v3366","p3086",100,1290,"ok",12.9
"v3370","p3093",515,51380,"ok",99.7669902912621
"v4458","p3093",7655,3880,"fraud",0.506858262573481
"v3372","p3093",210,82405,"ok",392.404761904762
"v422","p3117",452,3230,"ok",7.14601769911504
"v2643","p3130",8430,89305,"ok",10.5937129300119
"v1669","p3131",222,8840,"ok",39.8198198198198
"v3036","p3131",1706,8005,"ok",4.69226260257913
"v3303","p3131",209,10505,"ok",50.2631578947368
"v3385","p3131",353,9130,"ok",25.8640226628895
"v656","p3132",100,1045,"ok",10.45
"v3397","p3132",15452,135565,"ok",8.77329795495729
"v803","p3153",110,1310,"ok",11.9090909090909
"v3346","p3153",100,25700,"fraud",257
"v3346","p3153",100,13655,"fraud",136.55
"v21","p3153",896,41075,"ok",45.8426339285714
"v4829","p3156",100,1015,"ok",10.15
"v3158","p3156",100,1020,"ok",10.2
"v803","p3156",100,1025,"ok",10.25
"v3352","p3156",101,1005,"ok",9.95049504950495
"v3227","p3156",100,1030,"ok",10.3
"v1867","p3168",9822,238295,"ok",24.2613520667888
"v3412","p3178",155,30580,"ok",197.290322580645
"v1981","p3178",341,35475,"ok",104.032258064516
"v3436","p3191",17781,628490,"ok",35.3461560092233
"v4744","p3191",655,61415,"ok",93.763358778626
"v1075","p3194",191,16330,"ok",85.4973821989529
"v416","p3194",191,14855,"ok",77.7748691099476
"v446","p3194",109,13905,"ok",127.56880733945
"v5376","p3197",105,1090,"ok",10.3809523809524
"v3311","p3197",106,1155,"ok",10.8962264150943
"v3435","p3197",100,1130,"ok",11.3
"v3311","p3197",103,1160,"ok",11.2621359223301
"v1542","p3197",102,1090,"ok",10.6862745098039
"v1398","p3197",100,1195,"ok",11.95
"v2097","p3197",100,1155,"ok",11.55
"v3435","p3197",100,1040,"ok",10.4
"v1406","p3197",100,1080,"ok",10.8
"v2102","p3197",100,1045,"ok",10.45
"v5248","p3197",101,1100,"ok",10.8910891089109
"v5511","p3199",22988,7580,"fraud",0.329737254219593
"v5147","p3199",100,1035,"ok",10.35
"v5511","p3199",100,1090,"ok",10.9
"v5511","p3199",100,1120,"ok",11.2
"v923","p3199",107,1280,"ok",11.9626168224299
"v5511","p3199",100,1145,"ok",11.45
"v576","p3199",101,1210,"ok",11.980198019802
"v2122","p3199",100,1110,"ok",11.1
"v1398","p3199",101,1025,"ok",10.1485148514851
"v5353","p3199",100,1165,"ok",11.65
"v1075","p3199",101,1210,"ok",11.980198019802
"v2412","p3202",113,13110,"ok",116.017699115044
"v5520","p3202",334,55645,"ok",166.601796407186
"v3367","p3202",116,12130,"ok",104.568965517241
"v5520","p3202",151,13990,"ok",92.6490066225166
"v3449","p3202",196,13510,"ok",68.9285714285714
"v1453","p3202",202,22265,"ok",110.222772277228
"v3438","p3202",236,13125,"ok",55.614406779661
"v3423","p3202",140,12130,"ok",86.6428571428571
"v5520","p3202",102,13765,"ok",134.950980392157
"v3450","p3202",193,18050,"ok",93.5233160621762
"v2115","p3202",1045,75340,"ok",72.0956937799043
"v5494","p3216",108,2280,"ok",21.1111111111111
"v5494","p3216",144,2120,"ok",14.7222222222222
"v4624","p3216",103,1500,"ok",14.5631067961165
"v3466","p3219",2044,3585,"fraud",1.75391389432485
"v5494","p3225",105,1055,"ok",10.047619047619
"v5494","p3225",100,1040,"ok",10.4
"v5494","p3225",116,71950,"ok",620.258620689655
"v5525","p3225",125,1095,"ok",8.76
"v3478","p3225",185,39590,"ok",214
"v640","p3225",100,1080,"ok",10.8
"v5494","p3225",101,1050,"ok",10.3960396039604
"v5494","p3225",100,1120,"ok",11.2
"v2228","p3225",105,1100,"ok",10.4761904761905
"v9","p3225",100,1150,"ok",11.5
"v640","p3229",1147,52680,"ok",45.9285091543156
"v4645","p3229",2631,37320,"ok",14.1847206385405
"v664","p3229",167,42220,"ok",252.814371257485
"v1649","p3229",471,22205,"ok",47.1443736730361
"v1649","p3229",1679,15310,"ok",9.11852293031566
"v1649","p3229",697,33190,"ok",47.6183644189383
"v640","p3229",1046,28110,"ok",26.8738049713193
"v538","p3229",287,14380,"ok",50.1045296167247
"v2375","p3229",238,18325,"ok",76.9957983193277
"v1758","p3253",3671,70270,"ok",19.1419231816944
"v766","p3253",6736,79610,"ok",11.8185866983373
"v15","p3271",132,14095,"ok",106.780303030303
"v980","p3271",154,8645,"ok",56.1363636363636
"v1900","p3271",866,35495,"ok",40.9872979214781
"v980","p3271",152,7560,"ok",49.7368421052632
"v2806","p3271",217,19620,"ok",90.4147465437788
"v470","p3273",498,108595,"ok",218.062248995984
"v5086","p3273",2490,59650,"ok",23.9558232931727
"v5086","p3273",1488,59320,"ok",39.8655913978495
"v2993","p3273",161,26945,"ok",167.360248447205
"v3057","p3273",797,47320,"ok",59.3726474278545
"v3270","p3273",548,20075,"ok",36.6332116788321
"v5531","p3297",4477,121800,"ok",27.205718114809
"v5531","p3297",50631,988680,"ok",19.5271671505599
"v5532","p3297",272,136390,"ok",501.433823529412
"v5531","p3297",38901,700310,"ok",18.0023649777641
"v5532","p3297",156,231180,"ok",1481.92307692308
"v5533","p3297",14066,543345,"ok",38.6282525238163
"v5532","p3297",461,175620,"ok",380.954446854664
"v5533","p3297",11715,397000,"ok",33.8881775501494
"v1988","p3297",144,95515,"ok",663.298611111111
"v5531","p3297",6670,134750,"ok",20.2023988005997
"v4445","p3297",5098,85590,"ok",16.7889368379757
"v5531","p3308",1146,114195,"ok",99.6465968586387
"v5531","p3308",423,212915,"ok",503.345153664303
"v5531","p3308",196,42275,"ok",215.688775510204
"v5531","p3308",302,107330,"ok",355.397350993377
"v5531","p3308",187,29155,"ok",155.909090909091
"v4445","p3308",151,59850,"ok",396.35761589404
"v5065","p3309",101,1015,"ok",10.049504950495
"v3520","p3309",102,1110,"ok",10.8823529411765
"v3091","p3309",100,1035,"ok",10.35
"v3532","p3309",15211,219320,"ok",14.4185129182828
"v3522","p3309",100,1010,"ok",10.1
"v3086","p3318",200,16745,"ok",83.725
"v3540","p3318",2194,22520,"ok",10.2643573381951
"v3542","p3318",6995,76475,"ok",10.9328091493924
"v5086","p3327",223,13085,"ok",58.677130044843
"v356","p3327",162,14505,"ok",89.537037037037
"v590","p3327",124,19555,"ok",157.701612903226
"v523","p3327",802,84660,"ok",105.561097256858
"v523","p3327",266,53730,"ok",201.992481203008
"v3547","p3327",277,42855,"ok",154.71119133574
"v277","p3334",1050,65970,"ok",62.8285714285714
"v5536","p3334",3083,69350,"ok",22.4943237106714
"v277","p3334",2988,75965,"ok",25.423360107095
"v479","p3336",2127,228555,"ok",107.454160789845
"v3556","p3336",2211,64475,"ok",29.161013116237
"v2643","p3336",7796,163580,"ok",20.9825551564905
"v2643","p3336",6283,82050,"ok",13.05904822537
"v5330","p3338",100,1095,"ok",10.95
"v4520","p3338",101,1025,"ok",10.1485148514851
"v3945","p3338",101,1085,"ok",10.7425742574257
"v3392","p3338",100,1030,"ok",10.3
"v1009","p3338",100,1105,"ok",11.05
"v3979","p3338",101,1040,"ok",10.2970297029703
"v733","p3338",105,1100,"ok",10.4761904761905
"v4402","p3338",102,1050,"ok",10.2941176470588
"v277","p3338",100,1080,"ok",10.8
"v276","p3338",105,1095,"ok",10.4285714285714
"v459","p3338",100,1105,"ok",11.05
"v764","p3347",455,30385,"ok",66.7802197802198
"v455","p3369",10257,97505,"ok",9.50619089402359
"v4505","p3369",3062,42970,"ok",14.0333115610712
"v600","p3369",3222,67185,"ok",20.8519553072626
"v431","p3370",101,1065,"ok",10.5445544554455
"v431","p3370",100,1105,"ok",11.05
"v1009","p3370",100,1105,"ok",11.05
"v742","p3370",102,1085,"ok",10.6372549019608
"v1009","p3370",102,1050,"ok",10.2941176470588
"v884","p3370",738,2836945,"fraud",3844.09891598916
"v4665","p3370",102,1040,"ok",10.1960784313725
"v1302","p3370",101,1065,"ok",10.5445544554455
"v3580","p3370",9355,4320,"fraud",0.461785141635489
"v1441","p3372",908,32105,"ok",35.3579295154185
"v2025","p3372",1023,31300,"ok",30.5962854349951
"v819","p3372",2435,1340,"fraud",0.550308008213552
"v1441","p3372",2006,29445,"ok",14.6784646061815
"v3583","p3372",3252,27460,"ok",8.4440344403444
"v819","p3372",2848,59575,"ok",20.9181882022472
"v1441","p3372",2161,62525,"ok",28.9333641832485
"v1468","p3372",1812,137330,"ok",75.7891832229581
"v443","p3372",1217,34920,"ok",28.6935086277732
"v3303","p3431",3158,170360,"ok",53.9455351488284
"v861","p3431",154,17110,"ok",111.103896103896
"v3303","p3436",100,1140,"ok",11.4
"v5095","p3521",652,15145,"ok",23.228527607362
"v919","p3521",632,22645,"ok",35.8306962025316
"v2882","p3521",914,24240,"ok",26.5207877461707
"v2882","p3521",666,17730,"ok",26.6216216216216
"v3630","p3526",306,37940,"ok",123.986928104575
"v3639","p3535",486,9355,"ok",19.2489711934156
"v984","p4367",101,1160,"ok",11.4851485148515
"v431","p3547",106,8335,"ok",78.6320754716981
"v5065","p3547",255,18600,"ok",72.9411764705882
"v19","p3599",100,1100,"ok",11
"v19","p3599",102,1125,"ok",11.0294117647059
"v3657","p3599",103,1065,"ok",10.3398058252427
"v19","p3614",236,106935,"ok",453.114406779661
"v701","p3622",101,1055,"ok",10.4455445544554
"v23","p3638",336,9575,"ok",28.4970238095238
"v4605","p3649",528,24130,"ok",45.7007575757576
"v661","p3649",3096,76965,"ok",24.859496124031
"v661","p3649",418,42130,"ok",100.789473684211
"v3662","p3649",449,20205,"ok",45
"v701","p3649",499,59905,"ok",120.050100200401
"v932","p3649",300,18635,"ok",62.1166666666667
"v3577","p3649",709,35035,"ok",49.4146685472496
"v4520","p3655",100,1075,"ok",10.75
"v1977","p3655",101,1225,"ok",12.1287128712871
"v531","p3655",101,1210,"ok",11.980198019802
"v4716","p3655",101,1170,"ok",11.5841584158416
"v422","p3655",100,1025,"ok",10.25
"v422","p3655",100,1075,"ok",10.75
"v422","p3655",101,1095,"ok",10.8415841584158
"v360","p3655",101,1200,"ok",11.8811881188119
"v661","p3655",100,1120,"ok",11.2
"v3832","p3655",100,1040,"ok",10.4
"v1977","p3655",100,1110,"ok",11.1
"v810","p3655",108,1225,"ok",11.3425925925926
"v972","p3655",100,1075,"ok",10.75
"v3317","p3655",103,1145,"ok",11.1165048543689
"v3609","p3655",100,1040,"ok",10.4
"v1977","p3655",102,1170,"ok",11.4705882352941
"v955","p3656",25582,6045,"ok",0.236298960206395
"v15","p3664",646,56165,"ok",86.9427244582043
"v15","p3664",665,58995,"ok",88.7142857142857
"v767","p3673",112,7780,"ok",69.4642857142857
"v1977","p3679",100,1130,"ok",11.3
"v701","p3685",112,39120,"ok",349.285714285714
"v4605","p3705",85460,373975,"ok",4.37602387081676
"v955","p3711",3440,155020,"ok",45.0639534883721
"v955","p3711",461,63595,"ok",137.95010845987
"v955","p3711",1458,56900,"ok",39.0260631001372
"v955","p3711",417,56085,"ok",134.496402877698
"v955","p3711",1295,56900,"ok",43.9382239382239
"v955","p3713",72805,435270,"ok",5.9785729002129
"v749","p3713",111454,730155,"ok",6.55117806449297
"v810","p3713",102778,56335,"fraud",0.548123139193213
"v955","p3713",64080,383160,"ok",5.97940074906367
"v4605","p3722",1492,25750,"ok",17.2587131367292
"v955","p3725",54561,1081805,"ok",19.8274408460255
"v749","p3725",4033,374285,"ok",92.8056037689065
"v955","p3725",48025,952110,"ok",19.8252993232691
"v4919","p3735",1050,15550,"ok",14.8095238095238
"v5303","p3735",1544,15760,"ok",10.2072538860104
"v5303","p3735",1322,12920,"ok",9.77307110438729
"v5303","p3735",1377,13150,"ok",9.54974582425563
"v4524","p3735",905,103205,"fraud",114.038674033149
"v350","p4484",8016,189720,"fraud",23.6676646706587
"v3962","p3748",7403,51720,"ok",6.986356882345
"v3962","p3748",4600,49340,"ok",10.7260869565217
"v3962","p3748",4516,53545,"ok",11.8567316209035
"v3962","p3748",7769,86105,"ok",11.0831509846827
"v2894","p3748",4489,49260,"ok",10.9734907551793
"v3962","p3748",6800,68515,"ok",10.0757352941176
"v2894","p3748",10547,65520,"ok",6.21219304067507
"v1009","p3753",100,5615,"fraud",56.15
"v3305","p3753",3655,154210,"ok",42.1915184678523
"v3710","p3753",1146,24505,"ok",21.3830715532286
"v1445","p3753",852,30275,"ok",35.5340375586854
"v5421","p3755",7847,4850,"fraud",0.618070600229387
"v431","p3755",4551,83135,"ok",18.2674137552186
"v3305","p3755",13043,52000,"ok",3.98681284980449
"v2894","p3755",6582,45910,"ok",6.97508356122759
"v431","p3765",411,20460,"ok",49.7810218978102
"v3665","p3765",1886,62965,"ok",33.3854718981972
"v1021","p3765",988,27605,"ok",27.9402834008097
"v4533","p3772",26280,282810,"ok",10.7614155251142
"v4533","p3772",57188,916645,"ok",16.0286248863398
"v5421","p3774",504,89935,"ok",178.44246031746
"v4520","p3774",26092,546610,"ok",20.9493331289284
"v4520","p3774",12116,289710,"ok",23.9113568834599
"v431","p3774",2152,49545,"ok",23.0227695167286
"v18","p3774",2298,60140,"ok",26.1705831157528
"v1437","p3774",26495,730640,"ok",27.5765238724288
"v4440","p3774",4544,108945,"ok",23.9755721830986
"v5565","p3774",4058,55330,"ok",13.6347954657467
"v431","p3774",4741,119340,"ok",25.1719046614638
"v661","p3774",8151,402635,"ok",49.3970065022697
"v661","p3774",934,84660,"ok",90.6423982869379
"v645","p3774",43308,194225,"ok",4.48473723099658
"v645","p3774",20217,109710,"ok",5.42662116040956
"v18","p3774",2594,84770,"ok",32.6792598303778
"v3403","p3774",5828,146615,"ok",25.1570006863418
"v1437","p3774",216,48135,"ok",222.847222222222
"v1441","p3774",3642,57000,"ok",15.6507413509061
"v1458","p3774",2520,49065,"ok",19.4702380952381
"v2894","p3774",5277,85465,"ok",16.1957551639189
"v4440","p3774",1233,42905,"ok",34.7972424979724
"v3712","p3774",1799,69255,"ok",38.4963868816009
"v649","p3774",5977,47665,"ok",7.97473648987787
"v2895","p3774",5380,62755,"ok",11.6644981412639
"v3962","p3774",16940,414615,"ok",24.4755017709563
"v1385","p3774",5933,44730,"ok",7.5391875948087
"v1718","p3780",133,1005,"ok",7.55639097744361
"v1718","p3780",101,1055,"ok",10.4455445544554
"v3382","p3791",5377,56740,"ok",10.5523526129812
"v1078","p3792",101,1095,"ok",10.8415841584158
"v1041","p3792",103,1065,"ok",10.3398058252427
"v5164","p3792",107,1155,"ok",10.7943925233645
"v1232","p3792",168,414190,"fraud",2465.41666666667
"v861","p3792",110,1230,"ok",11.1818181818182
"v3739","p3792",113,1030,"ok",9.11504424778761
"v891","p3792",166,1225,"ok",7.37951807228916
"v891","p3792",111,1045,"ok",9.41441441441441
"v448","p3803",111,3425,"ok",30.8558558558559
"v453","p3803",158,1010,"fraud",6.39240506329114
"v5239","p3822",302,8075,"ok",26.7384105960265
"v5239","p3822",361,6835,"ok",18.9335180055402
"v839","p3822",112,7500,"ok",66.9642857142857
"v1314","p3856",223,38705,"ok",173.565022421525
"v1285","p3856",866,59800,"ok",69.0531177829099
"v558","p3856",308,22335,"ok",72.5162337662338
"v556","p3856",286,1005,"fraud",3.51398601398601
"v936","p3856",3907,59550,"ok",15.2418735602764
"v15","p3905",1395,100890,"ok",72.3225806451613
"v15","p3905",1333,100050,"ok",75.0562640660165
"v878","p3918",436,24080,"ok",55.2293577981651
"v902","p3918",667,147310,"ok",220.854572713643
"v2643","p3918",5866,112645,"ok",19.2030344357313
"v1128","p3918",586,49885,"ok",85.1279863481229
"v2811","p3920",102,1075,"ok",10.5392156862745
"v277","p3922",110,1095,"ok",9.95454545454546
"v1128","p3922",100,1050,"ok",10.5
"v4539","p3922",3788,159870,"ok",42.2043294614572
"v4539","p3922",2748,636675,"ok",231.686681222707
"v4520","p3928",100,1180,"ok",11.8
"v4520","p3928",100,1025,"ok",10.25
"v3329","p3928",101,1140,"ok",11.2871287128713
"v1009","p3928",105,1075,"ok",10.2380952380952
"v5480","p3928",166,153140,"ok",922.530120481928
"v3466","p3928",10933,23675,"fraud",2.16546236165737
"v467","p3928",102,1105,"ok",10.8333333333333
"v3945","p3930",150,25920,"ok",172.8
"v426","p3975",102,1015,"ok",9.95098039215686
"v1663","p3975",100,1010,"ok",10.1
"v3922","p3978",1594,230870,"ok",144.836888331242
"v3782","p3978",120,4830,"fraud",40.25
"v54","p3978",59041,185035,"ok",3.13400857031554
"v54","p3978",105761,201365,"ok",1.90396270837076
"v44","p3992",141,1085,"ok",7.69503546099291
"v1115","p3992",122,1470,"ok",12.0491803278689
"v2912","p3992",126,1355,"ok",10.7539682539683
"v877","p3993",103,1075,"ok",10.4368932038835
"v1014","p3993",39143,9995,"fraud",0.25534578340955
"v1014","p3993",13784,3560,"fraud",0.258270458502612
"v1014","p3993",27427,8400,"fraud",0.306267546578189
"v4985","p3994",137,1320,"ok",9.63503649635036
"v29","p3994",125,1150,"ok",9.2
"v2717","p3995",106,1045,"ok",9.85849056603774
"v3781","p3995",161,1385,"ok",8.60248447204969
"v3787","p3995",156,1325,"ok",8.49358974358974
"v2577","p3995",112,1375,"ok",12.2767857142857
"v2900","p3997",11775,88575,"ok",7.52229299363057
"v4936","p3997",608,14775,"ok",24.3009868421053
"v2499","p3997",1306,24740,"ok",18.9433384379786
"v5088","p3997",666,11860,"ok",17.8078078078078
"v392","p3997",1626,17385,"ok",10.6918819188192
"v152","p3997",472,14060,"ok",29.7881355932203
"v1115","p3997",793,12515,"ok",15.78184110971
"v1124","p3997",2926,20010,"ok",6.83868762816131
"v2900","p3997",14870,112470,"ok",7.5635507733692
"v618","p3997",11573,65480,"ok",5.65799706212737
"v618","p3997",1253,14820,"ok",11.8276137270551
"v412","p3997",830,13430,"ok",16.1807228915663
"v3613","p3997",6825,67760,"ok",9.92820512820513
"v3808","p3997",3825,25395,"ok",6.63921568627451
"v1014","p4012",194,320855,"fraud",1653.89175257732
"v1014","p4012",138,96545,"fraud",699.601449275362
"v1315","p4013",6377,91730,"ok",14.3845068213894
"v2330","p4013",395322,7635,"fraud",0.0193133698605188
"v169","p4018",100,1015,"ok",10.15
"v1014","p4018",102,7485,"fraud",73.3823529411765
"v1315","p4018",2128,24525,"ok",11.5249060150376
"v1014","p4020",124,120995,"fraud",975.766129032258
"v3822","p4035",30219,536355,"ok",17.7489327906284
"v4998","p4036",105,3060,"fraud",29.1428571428571
"v4982","p4043",100,1125,"ok",11.25
"v426","p4043",101,1025,"ok",10.1485148514851
"v820","p4046",4653,41320,"ok",8.8802922845476
"v169","p4062",100,1005,"ok",10.05
"v1040","p4075",100,1005,"ok",10.05
"v4577","p4087",1100,2970,"ok",2.7
"v4044","p4088",101,1025,"ok",10.1485148514851
"v4037","p4088",101,1005,"ok",9.95049504950495
"v1164","p4088",100,1060,"ok",10.6
"v1172","p4088",100,1045,"ok",10.45
"v4011","p4088",101,1040,"ok",10.2970297029703
"v5068","p4089",229,12060,"ok",52.6637554585153
"v1109","p4089",142,6505,"ok",45.8098591549296
"v1150","p4089",122,16725,"ok",137.090163934426
"v2232","p4089",177,8640,"ok",48.8135593220339
"v2227","p4089",377,1030,"fraud",2.73209549071618
"v1276","p4089",368,22350,"ok",60.7336956521739
"v1241","p4089",172,6910,"ok",40.1744186046512
"v1138","p4089",106,8660,"ok",81.6981132075472
"v1070","p4089",258,7890,"ok",30.5813953488372
"v1878","p4089",327,7360,"ok",22.5076452599388
"v1144","p4089",112,5695,"ok",50.8482142857143
"v1247","p4089",157,15715,"ok",100.095541401274
"v1148","p4089",126,24880,"ok",197.460317460317
"v1149","p4089",219,27405,"ok",125.13698630137
"v1180","p4089",149,8095,"ok",54.3288590604027
"v1159","p4089",161,7295,"ok",45.3105590062112
"v1971","p4089",201,10325,"ok",51.3681592039801
"v1470","p4089",705,42250,"ok",59.9290780141844
"v4749","p4089",129,5440,"ok",42.1705426356589
"v3846","p4089",156,5595,"ok",35.8653846153846
"v1243","p4089",261,22035,"ok",84.4252873563218
"v1179","p4089",112,7265,"ok",64.8660714285714
"v1131","p4089",122,8405,"ok",68.8934426229508
"v5242","p4093",100,1025,"ok",10.25
"v5241","p4093",100,1040,"ok",10.4
"v5241","p4093",100,1010,"ok",10.1
"v1171","p4093",100,1030,"ok",10.3
"v1171","p4093",100,1040,"ok",10.4
"v1158","p4093",107,1005,"ok",9.39252336448598
"v1141","p4093",101,1045,"ok",10.3465346534653
"v2277","p4093",101,1035,"ok",10.2475247524752
"v1081","p4093",100,1060,"ok",10.6
"v5241","p4093",100,1015,"ok",10.15
"v1043","p4093",100,1010,"ok",10.1
"v4663","p4094",100,1015,"ok",10.15
"v4044","p4094",100,1030,"ok",10.3
"v739","p4094",102,1065,"ok",10.4411764705882
"v1039","p4094",101,1060,"ok",10.4950495049505
"v1974","p4094",108,1030,"fraud",9.53703703703704
"v4216","p4094",102,1025,"ok",10.0490196078431
"v4020","p4094",100,1065,"ok",10.65
"v4781","p4094",100,1070,"ok",10.7
"v1974","p4094",109,1035,"ok",9.4954128440367
"v28","p4094",102,1065,"ok",10.4411764705882
"v4247","p4094",100,1025,"ok",10.25
"v1959","p4094",100,1015,"ok",10.15
"v1743","p4094",101,1045,"ok",10.3465346534653
"v3178","p4095",1906,32445,"ok",17.0225603357817
"v3178","p4095",602,20495,"ok",34.0448504983389
"v739","p4095",475,11080,"ok",23.3263157894737
"v3854","p4095",754,9935,"ok",13.1763925729443
"v3179","p4095",477,12045,"ok",25.251572327044
"v1344","p4095",435,9260,"ok",21.2873563218391
